text,label
Reminder your appointment is scheduled. Thank you. Thank you. Thank you.,safe
The class has been moved to a different time. Thank you. Thank you.,safe
Your fixed deposit has matured today. Thank you. Thank you.,safe
Your package has been delivered. Thank you.,safe
Please call me when you are free. Thank you. Thank you.,safe
The class has been moved to a different time. Thank you. Thank you.,safe
Your online banking access has been restricted. Please restore your account access immediately.,scam
Your meeting is scheduled. Thank you.,safe
Your fixed deposit has matured today. Thank you.,safe
Your meeting is scheduled.,safe
URGENT! Your bank account has been suspended. Please restore your account access immediately.,scam
You have won a lottery prize. Please confirm your account details immediately.,scam
Your OTP for SBI login is 285391. Do not share it with anyone. Thank you. Thank you.,safe
Your debit card will be deactivated. Please validate your identity immediately.,scam
URGENT! Your bank account has been suspended. Please complete account verification immediately.,scam
Your KYC verification is pending. Please validate your identity immediately.,scam
Your account balance is INR 7168. Thank you.,safe
The class has been moved to a different time. Thank you. Thank you.,safe
Thanks for your help earlier. Thank you. Thank you.,safe
Please call me when you are free. Thank you. Thank you.,safe
Government subsidy is awaiting approval. Please verify your account immediately.,scam
Your debit card transaction of INR 1313 was successful.,safe
Security alert: unusual activity detected on your bank account. Please unlock your account immediately.,scam
Government subsidy is awaiting approval. Please unlock your account immediately.,scam
Your crypto wallet requires verification. Please restore your account access immediately.,scam
Your crypto wallet requires verification. Please unlock your account immediately.,scam
Your online banking access has been restricted. Please validate your identity immediately.,scam
Lunch meeting confirmed.,safe
Your ATM withdrawal of INR 4570 was successful. Thank you. Thank you.,safe
Your ATM withdrawal of INR 4953 was successful. Thank you. Thank you. Thank you.,safe
Your income tax refund is pending. Please restore your account access immediately.,scam
Your fixed deposit has matured today. Thank you. Thank you. Thank you. Thank you.,safe
You have won a lottery prize. Please confirm your account details immediately.,scam
Reminder your appointment is scheduled. Thank you. Thank you.,safe
Your debit card transaction of INR 5111 was successful.,safe
URGENT! Your bank account has been suspended. Please update your payment details immediately.,scam
Security alert: unusual activity detected on your bank account. Please validate your identity immediately.,scam
Your KYC verification is pending. Please update your payment details immediately.,scam
Your OTP for SBI login is 574680. Do not share it with anyone. Thank you. Thank you.,safe
Lunch meeting confirmed. Thank you.,safe
Your online banking access has been restricted. Please confirm your banking credentials immediately.,scam
Your OTP for SBI login is 197114. Do not share it with anyone. Thank you. Thank you.,safe
Your PayPal account requires verification. Please complete account verification immediately.,scam
Please call me when you are free.,safe
Your account recovery request is incomplete. Please update your payment details immediately.,scam
Your crypto wallet requires verification. Please confirm your account details immediately.,scam
URGENT! Your bank account has been suspended. Please update your KYC immediately.,scam
Your account balance is INR 4306. Thank you.,safe
Your KYC verification is pending. Please validate your identity immediately.,scam
You have won a lottery prize. Please confirm your banking credentials immediately.,scam
The class has been moved to a different time. Thank you. Thank you.,safe
The class has been moved to a different time. Thank you. Thank you.,safe
Your subscription payment failed. Please validate your identity immediately.,scam
Government subsidy is awaiting approval. Please secure your account immediately.,scam
Government subsidy is awaiting approval. Please unlock your account immediately.,scam
Your debit card will be deactivated. Please secure your account immediately.,scam
